ld,paper,label,adopted,new_title,house_action,senate_action
587,SP0270,"C ""A"" (S-214 )",True,An Act to Require School Boards to Adopt a Policy on Automated External Defibrillator Access at School Events,Adopted on 6/9/2025,Adopted on 6/5/2025
587,SP0270,"S ""A"" (S-272 ) to C ""A"" (S-214 )",True,An Act to Require School Boards to Adopt a Policy on Automated External Defibrillator Access at School-sponsored Athletic Events,Adopted on 6/9/2025,Adopted on 6/5/2025
589,SP0273,"C ""A"" (S-196 )",True,An Act to Establish a State Minimum Hourly Wage for Agricultural Workers,Adopted on 6/3/2025,Adopted on 6/2/2025
590,SP0274,"C ""A"" (S-502 )",True,,Adopted on 3/12/2026,Adopted on 3/5/2026
592,SP0276,"C ""A"" (S-385 )",True,"Resolve, to Study Laws Regarding Endangering the Welfare of a Child",Adopted on 6/13/2025,Adopted on 6/12/2025
592,SP0276,"C ""B"" (S-386 )",False,,,
593,SP0277,"C ""A"" (S-83 )",True,,Adopted on 5/22/2025,Adopted on 5/20/2025
594,SP0278,"C ""A"" (S-199 )",False,,,
597,SP0281,"C ""A"" (S-401 )",True,An Act to Direct the Public Utilities Commission to Conduct Procurements for Energy or Renewable Energy Credits,Adopted on 6/16/2025,Adopted on 6/13/2025
598,SP0282,"C ""A"" (S-195 )",True,,Adopted on 6/10/2025,Adopted on 6/9/2025
598,SP0282,"H ""A"" (H-471 )",False,,,
598,SP0282,"S ""A"" (S-301 )",True,,Adopted on 6/10/2025,Adopted on 6/9/2025
599,SP0283,"C ""A"" (S-114 )",True,An Act to Raise the Salary Threshold for Overtime Pay,Adopted on 5/22/2025,Adopted on 5/21/2025
600,HP0368,"C ""A"" (H-145 )",True,,Adopted on 5/14/2025,Adopted on 5/20/2025
604,HP0372,"C ""A"" (H-239 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
606,HP0374,"C ""A"" (H-65 )",True,,Adopted on 4/23/2025,Adopted on 4/24/2025
609,HP0377,"C ""A"" (H-13 )",True,,Adopted on 3/20/2025,Adopted on 3/20/2025
609,HP0377,"H ""A"" (H-15 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""B"" (H-16 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""C"" (H-17 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""D"" (H-18 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""E"" (H-19 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""F"" (H-20 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""G"" (H-21 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""H"" (H-23 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""I"" (H-24 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""J"" (H-25 ) to C ""A"" (H-13 )",False,,,
609,HP0377,"H ""K"" (H-26 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""L"" (H-27 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""M"" (H-28 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""N"" (H-29 ) to C ""A"" (H-13 )",False,,,
609,HP0377,"H ""O"" (H-30 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""P"" (H-31 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""Q"" (H-32 ) to C ""A"" (H-13 )",False,,Indefinitely postponed on 3/20/2025,
609,HP0377,"H ""R"" (H-33 ) to C ""A"" (H-13 )",True,,Adopted on 3/20/2025,Adopted on 3/20/2025
611,HP0379,"C ""A"" (H-151 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
612,HP0380,"C ""A"" (H-502 )",False,An Act to Require the Department of Health and Human Services to Review Electronic Benefits Transfer Card Transactions,,
613,HP0381,"C ""A"" (H-433 )",True,,Adopted on 6/16/2025,Adopted on 6/12/2025
613,HP0381,"S ""A"" (S-365 ) to C ""A"" (H-433 )",True,,Adopted on 6/16/2025,Adopted on 6/12/2025
616,HP0384,"C ""A"" (H-262 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
620,HP0388,"C ""A"" (H-43 )",True,,Adopted on 4/10/2025,
620,HP0388,"S ""A"" (S-16 )",False,,,
623,HP0391,"C ""A"" (H-418 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
624,HP0392,"C ""A"" (H-111 )",True,,Adopted on 5/13/2025,Adopted on 5/14/2025
626,HP0394,"C ""A"" (H-370 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
626,HP0394,"C ""B"" (H-371 )",False,An Act to Remove the Explicit Authority of the Department of Corrections to Charge Room and Board to Residents Who Participate in Work Release or Remote Work in Detention and Correctional Facilities,,
628,HP0396,"C ""A"" (H-309 )",True,,Adopted on 5/29/2025,Adopted on 5/29/2025
629,HP0397,"C ""A"" (H-56 )",True,,Adopted on 4/17/2025,Adopted on 4/17/2025
631,HP0399,"C ""A"" (H-298 )",True,,Adopted on 5/28/2025,Adopted on 5/29/2025
634,HP0402,"C ""A"" (H-259 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
635,HP0403,"C ""A"" (H-167 )",False,,,
639,HP0407,"C ""A"" (H-162 )",True,,,Adopted on 5/21/2025
640,HP0408,"C ""A"" (H-452 )",True,An Act Requiring That Certain Fees Charged by the Courts for Court-ordered Payments Be Capped and Paid by the Defendant,Adopted on 6/3/2025,Adopted on 6/3/2025
641,HP0409,"C ""A"" (H-227 )",True,An Act to Support Diversion Efforts to Prevent Homelessness in Maine,Adopted on 5/22/2025,Adopted on 5/27/2025
646,HP0414,"C ""A"" (H-98 )",True,"Resolve, Establishing the Commission to Study Unmanaged Storm Water Pollution",Adopted on 4/14/2026,Adopted on 4/14/2026
646,HP0414,"S ""A"" (S-715 ) to C ""A"" (H-98 )",True,,Adopted on 4/14/2026,Adopted on 4/14/2026
647,HP0415,"C ""A"" (H-599 )",False,An Act to Expand County Jail and Correctional Facility Services to Indigent Residents,,
648,HP0416,"C ""A"" (H-652 )",True,,Adopted on 6/11/2025,Adopted on 6/12/2025
649,HP0417,"C ""A"" (H-269 )",True,An Act to Certify Chiropractic Assistants Who Perform X-rays as Chiropractic Radiographers,Adopted on 5/27/2025,Adopted on 5/28/2025
650,HP0418,"C ""A"" (H-92 )",True,,Adopted on 5/6/2025,Adopted on 5/7/2025
651,HP0419,"C ""A"" (H-141 )",True,An Act to Codify the Maine Health Care Provider Loan Repayment Pilot Program,Adopted on 5/13/2025,Adopted on 5/14/2025
653,HP0421,"C ""A"" (H-466 )",False,,,
654,HP0422,"C ""A"" (H-451 )",True,An Act to Increase the Maximum Small Claim Limit,Adopted on 6/3/2025,Adopted on 6/3/2025
656,HP0424,"C ""A"" (H-186 )",False,,,
660,HP0428,"C ""A"" (H-378 )",False,,,
662,HP0430,"C ""A"" (H-469 )",True,An Act to Support Survivors of Military Sexual Trauma and Active Duty Military Members Transitioning to Civilian Life,Adopted on 6/3/2025,Adopted on 6/4/2025
665,HP0433,"C ""A"" (H-130 )",True,,Adopted on 5/13/2025,Adopted on 5/14/2025
666,HP0434,"C ""A"" (H-170 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
666,HP0434,"C ""B"" (H-171 )",False,,,
666,HP0434,"S ""A"" (S-671 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
669,HP0437,"C ""A"" (H-893 )",True,An Act to Provide a Death Benefit for Department of Transportation Workers,Adopted on 3/25/2026,Adopted on 3/26/2026
670,HP0438,"C ""A"" (H-727 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
671,HP0439,"C ""A"" (H-299 )",False,An Act to Abolish the Maine Individual Income Tax and Establish a Zero-based Budget,,
674,SP0287,"C ""A"" (S-73 )",False,,,
678,SP0293,"C ""A"" (S-13 )",True,,Adopted on 4/17/2025,Adopted on 4/15/2025
679,SP0294,"C ""A"" (S-168 )",True,,Adopted on 4/13/2026,Adopted on 5/28/2025
679,SP0294,"S ""A"" (S-672 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
681,SP0296,"C ""A"" (S-175 )",True,,Adopted on 6/2/2025,Adopted on 5/29/2025
682,SP0297,"C ""A"" (S-323 )",False,,,
689,SP0306,"C ""A"" (S-17 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
689,SP0306,"S ""A"" (S-457 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
692,SP0309,"C ""A"" (S-107 )",True,,Adopted on 6/25/2025,Adopted on 5/20/2025
692,SP0309,"S ""A"" (S-458 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
693,SP0310,"C ""A"" (S-39 )",True,,Adopted on 5/7/2025,Adopted on 5/6/2025
695,SP0312,"C ""A"" (S-627 )",True,An Act to Improve the Safety of Those in Public Service,Defeated on 4/7/2026,Adopted on 4/6/2026
695,SP0312,"C ""B"" (S-628 )",False,An Act to Permit Legislators to Carry a Handgun in the State Capitol Area,,
695,SP0312,"C ""C"" (S-629 )",True,"Resolve, to Establish a Stakeholder Group to Develop Recommendations for Improving the Safety and Security of Legislators and Their Families",Adopted on 4/7/2026,
696,SP0313,"C ""A"" (S-112 )",True,,Adopted on 5/22/2025,Adopted on 5/21/2025
697,SP0314,"C ""A"" (S-159 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
697,SP0314,"S ""A"" (S-459 ) to C ""A"" (S-159 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
698,SP0315,"C ""A"" (S-124 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
698,SP0315,"C ""B"" (S-125 )",False,,,
698,SP0315,"S ""A"" (S-460 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
700,SP0317,"C ""A"" (S-60 )",True,,Adopted on 5/14/2025,Adopted on 5/13/2025
702,HP0441,"C ""A"" (H-138 )",True,An Act to Designate January 6th as A Day to Remember,Adopted on 5/13/2025,Adopted on 5/14/2025
703,HP0442,"C ""A"" (H-64 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
703,HP0442,"S ""A"" (S-673 ) to C ""A"" (H-64 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
704,HP0443,"C ""A"" (H-131 )",True,,Adopted on 5/13/2025,Adopted on 5/14/2025
705,HP0444,"C ""A"" (H-1068 )",True,"An Act to Correct Technical Errors in Public Law 2025, Chapter 650",Adopted on 4/14/2026,Adopted on 4/14/2026
706,HP0445,"C ""A"" (H-379 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
707,HP0446,"C ""A"" (H-50 )",True,,Adopted on 4/15/2025,Adopted on 4/17/2025
710,HP0449,"C ""A"" (H-207 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
713,HP0452,"C ""A"" (H-975 )",True,An Act to Exclude Data Centers from the Business Equipment Tax Exemption and the Dirigo Business Incentives Program and to Require the Department of Economic and Community Development to Study Financial Incentives for Data Centers,Adopted on 4/9/2026,Adopted on 4/13/2026
713,HP0452,"H ""A"" (H-1040 ) to C ""A"" (H-975 )",True,,Adopted on 4/9/2026,Adopted on 4/13/2026
714,HP0453,"C ""A"" (H-944 )",True,An Act to Allow the Victim of a Fraudulent Scheme to Claim a State Income Tax Deduction for Losses Attributable to the Fraudulent Scheme,Adopted on 4/2/2026,Adopted on 4/2/2026
715,HP0454,"C ""A"" (H-525 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
719,HP0458,"C ""A"" (H-494 )",True,"Resolve, to Direct the County Corrections Professional Standards Council to Examine Funding of and Compliance by County and Regional Jails",Adopted on 6/4/2025,Adopted on 6/5/2025
721,HP0460,"C ""A"" (H-257 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
721,HP0460,"S ""A"" (S-674 ) to C ""A"" (H-257 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
722,HP0461,"C ""A"" (H-140 )",True,"Resolve, Directing the Department of Public Safety, Emergency Medical Services' Board to Report to the Joint Standing Committee on Education and Cultural Affairs on the Status of Funds in the Emergency Medical Services Stabilization and Sustainability Program",Adopted on 5/13/2025,Adopted on 5/14/2025
723,HP0462,"C ""A"" (H-305 )",True,"Resolve, to Direct the Maine Criminal Justice Academy to Study the Feasibility of Establishing a Nonresidential Law Enforcement Training Program",Adopted on 5/28/2025,Adopted on 5/29/2025
725,HP0464,"C ""A"" (H-899 )",True,"Resolve, Directing the Efficiency Maine Trust to Study the Quality of Jobs It Creates in Consultation with an Advisory Group",Adopted on 3/26/2026,Adopted on 3/30/2026
726,HP0465,"C ""A"" (H-306 )",False,,,
730,HP0469,"C ""A"" (H-374 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
731,HP0473,"C ""A"" (H-176 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
732,HP0474,"C ""A"" (H-258 )",False,An Act to Prohibit Copyrights for Works of Certain State Government Departments and Agencies,,
733,HP0475,"C ""A"" (H-236 )",True,"Resolve, to Require the Maine State Housing Authority to Submit a Report on the Pilot Project to Improve Access to Credit for Low-income Individuals",Adopted on 5/22/2025,Adopted on 5/22/2025
738,HP0480,"C ""A"" (H-168 )",True,,Adopted on 5/20/2025,
739,HP0481,"C ""A"" (H-472 )",True,An Act to Reimburse the City of Ellsworth for a Public Road to a New Court Facility in Hancock County,Adopted on 6/4/2025,Adopted on 6/5/2025
739,HP0481,"C ""B"" (H-473 )",False,An Act to Reimburse the City of Ellsworth for a Public Road to a New Court Facility in Hancock County,,
740,HP0482,"C ""A"" (H-889 )",True,"Resolve, to Study Methods for Improving Youth Community Supervision and Increasing Juvenile Diversion from Formal Judicial Processing",Adopted on 4/13/2026,Adopted on 4/13/2026
740,HP0482,"S ""A"" (S-675 ) to C ""A"" (H-889 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
741,HP0483,"C ""A"" (H-340 )",False,,,
742,HP0484,"C ""A"" (H-177 )",False,,,
743,HP0485,"C ""A"" (H-96 )",False,,,
746,HP0488,"C ""A"" (H-774 )",False,,,
747,HP0489,"C ""A"" (H-228 )",True,,Adopted on 6/25/2025,Adopted on 5/27/2025
747,HP0489,"S ""A"" (S-461 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
748,HP0490,"C ""A"" (H-229 )",True,,Adopted on 5/22/2025,Adopted on 5/27/2025
750,HP0492,"C ""A"" (H-55 )",True,,Adopted on 4/17/2025,Adopted on 4/17/2025
753,SP0251,"C ""A"" (S-130 )",True,An Act to Authorize the Use of Funds Resulting from the Issuance of Securities by the Maine Governmental Facilities Authority for the Purpose of Developing or Improving New or Existing Court Facilities in Penobscot County,Adopted on 5/27/2025,Adopted on 5/22/2025
756,SP0271,"C ""A"" (S-354 )",True,,Adopted on 6/12/2025,Adopted on 6/12/2025
758,SP0291,"C ""A"" (S-89 )",True,"Resolve, to Conduct a Study to Update Flood Hazard Data in the Sandy River Watershed",Adopted on 5/22/2025,Adopted on 5/20/2025
760,SP0301,"C ""A"" (S-122 )",True,"Resolve, to Establish the Commission to Study the Need to Codify or Recodify Laws Regarding Residential Community Ownership Associations by Adopting the Uniform Common Interest Ownership Act",Adopted on 4/14/2026,Adopted on 4/14/2026
760,SP0301,"C ""B"" (S-123 )",False,"Resolve, to Establish the Stakeholder Group to Study the Need to Codify or Recodify Laws Regarding Residential Community Ownership Associations by Adopting the Uniform Common Interest Ownership Act",,
760,SP0301,"S ""A"" (S-716 ) to C ""A"" (S-122 )",True,,Adopted on 4/14/2026,Adopted on 4/14/2026
761,SP0320,"C ""A"" (S-56 )",True,,Adopted on 5/14/2025,Adopted on 5/13/2025
764,HP0494,"C ""A"" (H-373 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
767,SP0325,"C ""A"" (S-332 )",True,,Adopted on 6/10/2025,Adopted on 6/10/2025
768,SP0326,"C ""A"" (S-185 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
769,SP0327,"C ""A"" (S-234 )",True,,Adopted on 6/4/2025,Adopted on 6/3/2025
775,HP0498,"C ""A"" (H-261 )",False,,,
777,HP0502,"C ""A"" (H-109 )",True,"Resolve, Directing the Department of Inland Fisheries and Wildlife to Study Lengthening the Muzzle-loading Season for Deer in Certain Wildlife Management Districts",Adopted on 5/13/2025,Adopted on 5/14/2025
779,SP0336,"C ""A"" (S-258 )",True,,Adopted on 6/5/2025,Adopted on 6/4/2025
783,SP0341,"C ""A"" (S-34 )",True,,Adopted on 5/7/2025,Adopted on 4/14/2026
783,SP0341,"S ""A"" (S-712 )",True,,Adopted on 4/14/2026,Adopted on 4/14/2026
783,SP0341,"H ""A"" (H-1073 )",False,,,
784,SP0343,"C ""A"" (S-95 )",True,An Act to Create a Rebuttable Presumption Related to Specialized Risk Screening for First Responders,Adopted on 5/27/2025,Adopted on 5/20/2025
785,SP0344,"C ""A"" (S-694 )",True,An Act to Amend Certain Tax Laws Regarding the Wabanaki Nations,Adopted on 4/13/2026,Adopted on 4/13/2026
785,SP0344,"C ""B"" (S-695 )",False,An Act to Provide for a Tribal Representative from the Mi'kmaq Nation,,
785,SP0344,"C ""C"" (S-696 )",False,An Act to Amend Certain Laws Governing the Wabanaki Nations,,
786,SP0346,"C ""A"" (S-169 )",True,An Act to Promote Public Safety and Retain Essential First Responders by Converting the Maine Length of Service Award Program Trust Fund to a Nonlapsing Fund,Adopted on 5/29/2025,Adopted on 5/28/2025
787,SP0347,"C ""A"" (S-160 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
787,SP0347,"C ""B"" (S-161 )",False,An Act to Provide Funding to the Maine School of Science and Mathematics,,
787,SP0347,"S ""A"" (S-226 ) to C ""A"" (S-160 )",False,,,
787,SP0347,"S ""B"" (S-462 ) to C ""A"" (S-160 )",True,An Act to Clarify Residency Requirements for the Maine School of Science and Mathematics,Adopted on 6/25/2025,Adopted on 6/25/2025
788,SP0348,"C ""A"" (S-120 )",True,,Adopted on 5/22/2025,Adopted on 5/21/2025
792,SP0355,"C ""A"" (S-35 )",True,,,Adopted on 5/6/2025
793,SP0358,"C ""A"" (S-376 )",True,"Resolve, to Establish the Working Group to Review and Update the Laws Governing Harness Racing",Adopted on 6/13/2025,Adopted on 6/12/2025
794,SP0359,"C ""A"" (S-47 )",True,,Adopted on 5/13/2025,Adopted on 5/7/2025
795,SP0360,"C ""A"" (S-38 )",True,An Act to Establish a Waiver Process from the Permit Requirements for the Use of Explosives in Recreational or Hobby Mining Activities,Adopted on 5/7/2025,Adopted on 5/6/2025
799,HP0506,"C ""A"" (H-353 )",True,,Adopted on 6/2/2025,Adopted on 6/3/2025
800,HP0507,"C ""A"" (H-271 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
802,HP0509,"C ""A"" (H-172 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
806,HP0513,"C ""A"" (H-119 )",True,,Adopted on 5/13/2025,Adopted on 5/14/2025
809,HP0516,"C ""A"" (H-106 )",True,,Adopted on 5/7/2025,Adopted on 5/13/2025
810,HP0517,"C ""A"" (H-410 )",True,,Adopted on 6/9/2025,Adopted on 6/4/2025
813,HP0520,"C ""A"" (H-90 )",False,,,
814,HP0521,"C ""A"" (H-77 )",True,,Adopted on 4/30/2025,Adopted on 5/6/2025
815,HP0522,"C ""A"" (H-45 )",True,,Adopted on 6/25/2025,Adopted on 4/15/2025
815,HP0522,"S ""A"" (S-463 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
818,HP0525,"H ""A"" (H-62 )",True,,Adopted on 5/28/2025,Adopted on 6/9/2025
819,HP0526,"C ""A"" (H-770 )",True,An Act to Clarify the Status of Energy Storage Systems with Regard to the Business Equipment Tax Exemption and the Business Equipment Tax Reimbursement Program,Adopted on 6/17/2025,Adopted on 6/17/2025
820,HP0527,"C ""A"" (H-324 )",True,,Adopted on 5/29/2025,Adopted on 6/2/2025
820,HP0527,"S ""A"" (S-233 ) to C ""A"" (H-324 )",False,"RESOLUTION, Proposing an Amendment to the Constitution of Maine to Establish the Right to Hunt and Fish and to Protect Wildlife and Fish from Pollution",,
821,HP0528,"C ""A"" (H-105 )",True,,Adopted on 5/7/2025,Adopted on 5/13/2025
823,SP0337,"C ""A"" (S-201 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
825,SP0345,"C ""A"" (S-66 )",False,,,
828,SP0352,"C ""A"" (S-74 )",True,An Act to Allow Chiropractors to Perform Physical Examinations of Students,,Adopted on 5/13/2025
829,SP0356,"C ""A"" (S-363 )",False,,,
830,SP0357,"C ""A"" (S-100 )",False,An Act to Protect Maine's Scenic Beauty Through the Regulation of Solar Energy Developments Under the Site Location of Development Laws,,
832,SP0364,"C ""A"" (S-156 )",False,An Act to Direct the Department of Environmental Protection to Provide Funding to Public Wastewater Systems for the Repayment of Loans,,
834,SP0366,"C ""A"" (S-336 )",True,,Adopted on 6/11/2025,Adopted on 6/11/2025
835,SP0368,"C ""A"" (S-93 )",False,,,
837,SP0370,"C ""A"" (S-29 )",True,An Act to Require Positions Taken by the Public Advocate to Be Consistent with the Cost-effective Implementation of the State's Greenhouse Gas Emissions Reductions Obligations,Adopted on 4/30/2025,Adopted on 4/29/2025
838,SP0371,"C ""A"" (S-566 )",True,"Resolve, to Establish the Commission to Study Options for Public Financing of Transmission and Distribution Infrastructure, Generation Projects and Energy Storage Projects",Adopted on 3/25/2026,Adopted on 3/24/2026
839,SP0372,"C ""A"" (S-223 )",True,An Act to Create the Net Energy Billing Cost Stabilization Fund,Adopted on 6/5/2025,Adopted on 6/4/2025
839,SP0372,"C ""B"" (S-224 )",False,,,
840,SP0373,"C ""A"" (S-18 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
840,SP0373,"S ""A"" (S-701 ) to C ""A"" (S-18 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
841,SP0374,"C ""A"" (S-414 )",True,"Resolve, to Study the Delivery of Emergency Medical Services to and Ferry Service Effects on Unbridged Island Communities in the State",Adopted on 6/17/2025,Adopted on 6/16/2025
843,SP0376,"C ""A"" (S-241 )",True,,Adopted on 6/4/2025,Adopted on 6/3/2025
843,SP0376,"C ""B"" (S-242 )",False,,,
847,HP0533,"C ""A"" (H-868 )",True,"Resolve, to Establish the Commission to Improve Tenant-Landlord Relationships and Increase the Use of Housing Vouchers",Adopted on 3/24/2026,Adopted on 3/25/2026
848,HP0534,"C ""A"" (H-216 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
850,HP0536,"C ""A"" (H-85 )",True,,Adopted on 5/6/2025,Adopted on 5/7/2025
852,HP0538,"C ""A"" (H-636 )",True,,Adopted on 6/10/2025,Adopted on 6/11/2025
853,HP0539,"C ""A"" (H-212 )",False,,,
855,HP0541,"C ""A"" (H-225 )",False,,,
856,HP0542,"C ""A"" (H-622 )",False,,,
857,HP0543,"C ""A"" (H-568 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
858,HP0544,"C ""A"" (H-289 )",True,,Adopted on 6/25/2025,Adopted on 5/29/2025
858,HP0544,"S ""A"" (S-464 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
860,HP0546,"C ""A"" (H-204 )",True,"An Act to Allow the Public Advocate to Obtain Information from Public Utilities, Competitive Electricity Providers and Standard-offer Service Providers",Adopted on 5/22/2025,Adopted on 5/22/2025
861,HP0547,"C ""A"" (H-476 )",True,An Act to Prohibit the Public Advocate and a Commissioner of the Public Utilities Commission from Certain Employment Activities Following Service,Adopted on 6/4/2025,Adopted on 6/5/2025
861,HP0547,"C ""B"" (H-477 )",False,An Act to Prohibit the Public Advocate and a Commissioner of the Public Utilities Commission from Certain Employment Activities Following Service,,
863,HP0549,"C ""A"" (H-226 )",True,An Act to Allow a Person or Organization Conducting a Raffle to Use an Approved Payment Management System,Adopted on 5/22/2025,Adopted on 5/27/2025
865,HP0551,"C ""A"" (H-627 )",True,,Adopted on 6/10/2025,Adopted on 6/11/2025
866,HP0552,"C ""A"" (H-521 )",True,"Resolve, Directing the Department of Inland Fisheries and Wildlife to Implement a Landowner Antlerless Deer Permit Gift Program",Adopted on 6/9/2025,Adopted on 6/9/2025
866,HP0552,"C ""B"" (H-522 )",False,,,
867,HP0553,"C ""A"" (H-274 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
868,HP0554,"C ""A"" (H-691 )",False,,,
870,HP0556,"C ""A"" (H-327 )",True,,Adopted on 5/29/2025,Adopted on 6/2/2025
872,HP0558,"C ""A"" (H-566 )",False,"Resolve, Directing the Office of Information Technology to Study the Use of Artificial Intelligence and Access to Ethical, Legal, Safe and Affordable Forms of Artificial Intelligence",,
874,HP0560,"C ""A"" (H-121 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
874,HP0560,"S ""A"" (S-465 ) to C ""A"" (H-121 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
875,HP0561,"C ""A"" (H-44 )",True,,Adopted on 4/10/2025,Adopted on 4/15/2025
876,HP0562,"C ""A"" (H-338 )",True,An Act to Support the Maine Service Fellows Program,Adopted on 4/13/2026,Adopted on 4/13/2026
876,HP0562,"S ""A"" (S-676 ) to C ""A"" (H-338 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
877,HP0563,"C ""A"" (H-831 )",True,"Resolve, to Establish the Commission to Study the Employment Practices and Operations of Transportation Network Companies Operating in the State",Adopted on 3/10/2026,Adopted on 3/12/2026
878,HP0564,"C ""A"" (H-87 )",False,,,
880,HP0566,"C ""A"" (H-99 )",False,,,
881,HP0567,"C ""A"" (H-421 )",True,,Adopted on 6/2/2025,Adopted on 6/3/2025
882,HP0568,"C ""A"" (H-926 )",True,An Act to Protect Communication with Providers of Critical Incident Stress Management and Peer Support,Adopted on 3/31/2026,Adopted on 4/2/2026
882,HP0568,"H ""A"" (H-940 ) to C ""A"" (H-926 )",False,An Act to Protect Communication with Providers of Critical Incident Stress Management and Peer Support,Defeated on 3/31/2026,
883,HP0569,"C ""A"" (H-934 )",True,An Act to Extend the Sunset Date of the Access to Justice Tax Credit,Adopted on 3/31/2026,Adopted on 4/2/2026
884,HP0570,"C ""A"" (H-60 )",True,,Adopted on 4/22/2025,Adopted on 4/23/2025
886,HP0572,"C ""A"" (H-592 )",False,,,
887,HP0573,"C ""A"" (H-591 )",False,An Act to Require a Health Care Professional to Be Physically Present During a Chemical Abortion,,
888,HP0574,"C ""A"" (H-143 )",True,,Adopted on 5/13/2025,Adopted on 5/14/2025
889,HP0575,"C ""A"" (H-615 )",True,An Act to Clarify the Release of Information by the Department of Health and Human Services in the Law Regarding Automatic Referrals,Adopted on 6/10/2025,Adopted on 6/11/2025
893,SP0381,"C ""A"" (S-59 )",True,,,Adopted on 5/29/2025
894,SP0383,"C ""A"" (S-200 )",False,,,
894,SP0383,"H ""A"" (H-489 )",False,,Indefinitely postponed on 6/4/2025,
894,SP0383,"H ""B"" (H-490 )",False,,Indefinitely postponed on 6/4/2025,
895,SP0384,"C ""A"" (S-61 )",True,,Adopted on 5/14/2025,Adopted on 5/13/2025
896,SP0385,"C ""A"" (S-183 )",True,,Adopted on 6/3/2025,Adopted on 6/2/2025
897,SP0386,"C ""A"" (S-571 )",True,An Act Regarding the Nonwires Alternative Process and Required Negative Pricing Provisions in Contracts for Energy Resulting from Competitive Solicitations Conducted by the Public Utilities Commission,Adopted on 4/7/2026,Adopted on 4/6/2026
