ld,paper,label,adopted,new_title,house_action,senate_action
277,HP0181,"H ""A"" (H-293 ) to C ""A"" (H-251 )",True,An Act to Amend the Law Prohibiting Places of Business from Being Open to the Public on Sundays and Holidays,Adopted on 5/27/2025,
277,HP0181,"S ""A"" (S-229 ) to C ""A"" (H-251 )",False,,,
278,SP0128,"C ""A"" (S-136 )",False,,,
280,SP0130,"C ""A"" (S-193 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
281,SP0131,"C ""A"" (S-71 )",True,,Adopted on 5/14/2025,Adopted on 5/13/2025
284,HP0184,"C ""A"" (H-165 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
286,HP0186,"C ""A"" (H-112 )",True,,Adopted on 5/13/2025,Adopted on 5/14/2025
287,HP0187,"C ""A"" (H-820 )",False,"Resolve, Authorizing the Department of Transportation to Prioritize Funding Transportation Construction Projects That Facilitate Access to Affordable or Dense Housing",,
288,HP0188,"C ""A"" (H-147 )",True,,Adopted on 5/14/2025,Adopted on 5/20/2025
288,HP0188,"C ""B"" (H-148 )",False,,,
289,HP0189,"C ""A"" (H-61 )",True,,Adopted on 4/22/2025,Adopted on 4/23/2025
291,HP0191,"C ""A"" (H-732 )",False,,,
293,HP0193,"C ""A"" (H-39 )",True,An Act to Increase the Debt Limit of the Boothbay Region Water District,Adopted on 4/8/2025,Adopted on 4/10/2025
294,HP0194,"C ""A"" (H-621 )",True,,Adopted on 6/10/2025,Adopted on 6/11/2025
296,HP0196,"C ""A"" (H-69 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
296,HP0196,"S ""A"" (S-452 ) to C ""A"" (H-69 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
297,HP0197,"C ""A"" (H-537 )",True,An Act Regarding the Management of Wastewater Treatment Plant Sludge at the State-owned Landfill,Adopted on 6/16/2025,Adopted on 6/11/2025
297,HP0197,"S ""A"" (S-324 ) to C ""A"" (H-537 )",False,An Act Regarding the Management of Wastewater Treatment Plant Sludge at the State-owned Landfill,,Defeated on 6/11/2025
297,HP0197,"H ""A"" (H-664 )",False,An Act Regarding the Management of Oversized Bulky Waste from Wastewater Treatment Plants,,
297,HP0197,"S ""A"" (S-392 )",True,,Adopted on 6/16/2025,Adopted on 6/12/2025
297,HP0197,"H ""A"" (H-701 ) to C ""A"" (H-537 )",False,An Act Regarding the Management of Wastewater Treatment Plant Sludge at the State-owned Landfill,,
298,HP0198,"C ""A"" (H-94 )",True,,Adopted on 5/6/2025,Adopted on 5/7/2025
299,HP0199,"C ""A"" (H-918 )",True,"An Act to Build a Viable Future for Maine Agriculture by Transferring a Portion of Real Estate Transfer Tax Revenue to the Maine Agriculture, Food and Forest Products Investment Fund",Adopted on 4/14/2026,Adopted on 4/14/2026
299,HP0199,"S ""A"" (S-662 ) to C ""A"" (H-918 )",False,An Act to Capitalize Agricultural Program Funds,,
299,HP0199,"S ""B"" (S-709 ) to C ""A"" (H-918 )",True,An Act to Authorize a General Fund Bond Issue to Support Maine's Agricultural and Forestry Sectors and Expand Grant Eligibility Under the Farmers Drought Resilience Program Fund,Adopted on 4/14/2026,Adopted on 4/14/2026
299,HP0199,"S ""C"" (S-710 ) to C ""A"" (H-918 )",False,An Act to Capitalize Agricultural Program Funds,,
299,HP0199,"S ""D"" (S-717 ) to C ""A"" (H-918 )",False,An Act to Authorize a General Fund Bond Issue to Support Maine's Agricultural and Forestry Sectors and Expand Grant Eligibility Under the Farmers Drought Resilience Program Fund,,
300,HP0200,"C ""A"" (H-201 )",True,"Resolve, to Direct the Governor's Energy Office to Study Expanding the Use of Hydroelectric Power and the Development of a Geothermal Power Plant in the State",Adopted on 5/22/2025,Adopted on 5/22/2025
301,HP0201,"C ""A"" (H-243 )",True,An Act to Allow the Public Utilities Commission to Use Quantitative Metrics and Rate-adjustment Mechanisms in a Proceeding for a General Rate Increase,Adopted on 5/29/2025,Adopted on 5/27/2025
305,HP0205,"C ""A"" (H-813 )",True,An Act Regarding the Motor Vehicle Excise Tax Exemption for Leased Automobiles for Certain Veterans,Adopted on 2/26/2026,Adopted on 3/3/2026
307,HP0207,"C ""A"" (H-881 )",True,An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers,Adopted on 4/6/2026,Adopted on 4/8/2026
307,HP0207,"C ""B"" (H-882 )",False,An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers,,
307,HP0207,"H ""A"" (H-969 ) to C ""A"" (H-881 )",False,An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers,Defeated on 4/6/2026,
307,HP0207,"S ""A"" (S-665 ) to C ""A"" (H-881 )",False,,,
307,HP0207,"H ""B"" (H-1051 ) to C ""A"" (H-881 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
309,HP0209,"C ""A"" (H-283 )",False,,,
311,HP0211,"C ""A"" (H-54 )",True,,Adopted on 4/17/2025,Adopted on 4/17/2025
312,HP0212,"C ""A"" (H-278 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
316,HP0216,"C ""A"" (H-531 )",False,,,
317,HP0217,"C ""A"" (H-193 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
318,HP0218,"C ""A"" (H-610 )",True,"Resolve, Directing the Maine Education Policy Research Institute and the Department of Education to Recommend Changes to the Essential Programs and Services Funding Formula",Adopted on 6/10/2025,Adopted on 6/11/2025
320,HP0220,"C ""A"" (H-118 )",False,,,
323,HP0223,"C ""A"" (H-209 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
323,HP0223,"S ""A"" (S-666 ) to C ""A"" (H-209 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
324,HP0224,"C ""A"" (H-377 )",True,"Resolve, to Increase Reading and Mathematics Proficiency in Public Schools",Adopted on 6/25/2025,Adopted on 6/25/2025
324,HP0224,"S ""A"" (S-453 ) to C ""A"" (H-377 )",True,An Act Regarding Funding for Educational Programs and Opportunities,Adopted on 6/25/2025,Adopted on 6/25/2025
326,HP0226,"C ""A"" (H-524 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
328,HP0228,"C ""A"" (H-102 )",True,,Adopted on 5/7/2025,Adopted on 5/13/2025
331,HP0231,"C ""A"" (H-270 )",True,,Adopted on 6/3/2025,Adopted on 6/2/2025
332,HP0232,"C ""A"" (H-461 )",False,,,
335,HP0235,"C ""A"" (H-1035 )",False,An Act to Protect Funding for Family Planning Services,,
338,HP0238,"C ""A"" (H-159 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
338,HP0238,"H ""A"" (H-798 ) to C ""A"" (H-159 )",True,,Adopted on 2/10/2026,Adopted on 12:00:00 AM
339,HP0239,"C ""A"" (H-316 )",False,,,
340,HP0240,"C ""A"" (H-678 )",True,,Adopted on 6/13/2025,Adopted on 6/13/2025
343,HP0243,"C ""A"" (H-285 )",False,,,
343,HP0243,"H ""A"" (H-744 )",False,An Act to Ensure Periodic Assessment for Clean Energy Technology,,
343,HP0243,"C ""B"" (H-790 )",True,An Act to Incorporate the Assessment of Emerging Energy Technologies into the Comprehensive State Energy Plan,Adopted on 2/3/2026,Adopted on 2/12/2026
343,HP0243,"C ""C"" (H-791 )",False,,,
344,HP0244,"C ""A"" (H-542 )",False,,,
349,HP0249,"C ""A"" (H-185 )",False,An Act to Amend the Laws Regarding Same-day Voter Registration,,
350,SP0134,"C ""A"" (S-579 )",True,"Resolve, Directing the Landowners and Land Users Relations Advisory Board to Consider Issues Related to All-terrain Vehicles in the State",Adopted on 4/7/2026,Adopted on 4/6/2026
353,SP0139,"C ""A"" (S-129 )",True,,Adopted on 5/27/2025,Adopted on 5/22/2025
355,SP0141,"C ""A"" (S-305 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
355,SP0141,"S ""A"" (S-667 ) to C ""A"" (S-305 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
356,SP0142,"C ""A"" (S-88 )",True,"Resolve, Directing the Board of Pesticides Control to Prohibit the Use of Rodenticides in Outdoor Residential Settings",Adopted on 5/22/2025,Adopted on 5/20/2025
358,SP0144,"C ""A"" (S-192 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
361,SP0152,"C ""A"" (S-143 )",True,,Adopted on 5/28/2025,Adopted on 5/27/2025
364,SP0156,"C ""A"" (S-601 )",True,"Resolve, Directing the Maine Office of Community Affairs to Submit Legislation and Take Other Actions to Effectuate the Transition of Responsibility for Regulating Manufactured Housing Communities and the Construction and Installation of Manufactured Homes from the Manufactured Housing Board to the Maine Office of Community Affairs",Adopted on 4/2/2026,Adopted on 4/2/2026
365,SP0157,"C ""A"" (S-295 )",True,An Act to Establish a Moratorium on the Sale of Mobile Home Parks,Adopted on 6/13/2025,Adopted on 6/12/2025
366,SP0158,"C ""A"" (S-212 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
369,SP0161,"C ""A"" (S-222 )",False,,,
370,SP0162,"C ""A"" (S-109 )",True,"Resolve, Directing the Department of Education to Collect Data on Secondary School Mathematics Requirements",Adopted on 5/22/2025,Adopted on 5/21/2025
371,SP0163,"C ""A"" (S-277 )",True,An Act to Expand Hydroelectric Development by Removing the 100-megawatt Cap for Certain Resources,,Adopted on 6/5/2025
372,SP0164,"C ""A"" (S-353 )",False,,,
374,SP0166,"C ""A"" (S-496 )",True,"Resolve, to Establish the Commission to Make Recommendations for Equity in the Compensation of Prosecutors and Public Defenders in the State",Adopted on 2/24/2026,Adopted on 2/10/2026
375,SP0170,"C ""A"" (S-78 )",True,"Resolve, Directing the University of Maine System to Study the Feasibility of Distance Learning Programs at the University of Maine School of Law",Adopted on 5/20/2025,Adopted on 5/14/2025
378,SP0135,"C ""A"" (S-624 )",True,An Act to Clarify That Health Insurers Must Comply with Plan Sponsors' Statutory Rights to Audit Claims and Data Requests Related to Those Audits,Adopted on 4/6/2026,Adopted on 4/6/2026
380,SP0145,"C ""A"" (S-370 )",False,An Act to Require Parental Consent for Gender-affirming Hormone Therapy,,
383,SP0149,"C ""A"" (S-170 )",False,,,
384,SP0150,"C ""A"" (S-155 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
384,SP0150,"S ""A"" (S-454 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
386,SP0167,"C ""A"" (S-33 )",True,,Adopted on 5/6/2025,Adopted on 4/30/2025
388,SP0169,"C ""A"" (S-62 )",True,,Adopted on 5/14/2025,Adopted on 5/13/2025
389,SP0171,"C ""A"" (S-40 )",False,,,
390,SP0176,"C ""A"" (S-117 )",True,An Act to Establish a Primary Election Period for Unenrolled Candidates in Order to Receive Campaign Contributions in Amounts Equal to Amounts Allowed for Enrolled Candidates in the Same Period,Adopted on 5/22/2025,Adopted on 5/21/2025
395,SP0181,"C ""A"" (S-693 )",True,"Resolve, Establishing the Working Group to Develop Recommendations for Extending Federal Beneficial Laws to the Wabanaki Nations",Adopted on 4/14/2026,Adopted on 4/14/2026
395,SP0181,"S ""A"" (S-714 ) to C ""A"" (S-693 )",True,,Adopted on 4/14/2026,Adopted on 4/14/2026
396,SP0182,"C ""A"" (S-217 )",True,"Resolve, Directing the Department of Education to Develop a Grant Program to Encourage School Start Time Coordination",Adopted on 6/25/2025,Adopted on 6/25/2025
396,SP0182,"C ""B"" (S-218 )",False,,,
396,SP0182,"S ""A"" (S-235 ) to C ""A"" (S-217 )",True,"Resolve, Directing the Department of Education to Develop a Grant Program to Encourage Secondary Schools to Adopt Later Start Times",Adopted on 6/4/2025,Adopted on 6/3/2025
396,SP0182,"S ""B"" (S-484 ) to C ""A"" (S-217 )",True,"Resolve, Directing the Department of Education to Develop a Grant Program to Encourage Secondary Schools to Adopt Later Start Times",Adopted on 6/25/2025,Adopted on 6/25/2025
400,HP0254,"C ""A"" (H-53 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
400,HP0254,"S ""A"" (S-455 ) to C ""A"" (H-53 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
401,HP0255,"C ""A"" (H-51 )",True,,Adopted on 4/15/2025,Adopted on 4/17/2025
402,HP0256,"C ""A"" (H-380 )",False,,,
402,HP0256,"C ""B"" (H-381 )",True,,,Adopted on 6/3/2025
403,HP0257,"C ""A"" (H-557 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
404,HP0258,"C ""A"" (H-89 )",True,,Adopted on 5/6/2025,Adopted on 5/7/2025
405,HP0259,"C ""A"" (H-389 )",True,An Act to Require Reporting on the Uses of Prisoner Segregation,Adopted on 6/2/2025,Adopted on 6/3/2025
405,HP0259,"C ""B"" (H-390 )",False,"An Act to Remove the Terms ""Solitary Confinement"" and ""Confinement"" from the Laws Governing Corrections",,
406,HP0260,"C ""A"" (H-366 )",False,,,
407,HP0261,"C ""A"" (H-132 )",True,"Resolve, to Ensure the Removal of Aqueous Film-forming Foam from the Former Brunswick Naval Air Station",Adopted on 5/13/2025,Adopted on 5/14/2025
408,HP0262,"C ""A"" (H-253 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
411,HP0265,"C ""A"" (H-657 )",False,,,
411,HP0265,"C ""B"" (H-658 )",True,"Resolve, Directing the Attorney General to Update Rules Relating to the Disposition of Forfeited Firearms",Adopted on 6/12/2025,Adopted on 6/12/2025
412,HP0266,"C ""A"" (H-246 )",True,An Act to Prohibit the Sale of Self-administered Sexual Assault Forensic Evidence Collection Kits,Adopted on 5/22/2025,Adopted on 5/22/2025
413,HP0267,"C ""A"" (H-67 )",True,,Adopted on 4/23/2025,Adopted on 4/24/2025
414,HP0268,"C ""A"" (H-252 )",True,An Act to Prohibit Deceptive Pricing in the Rental of Short-term Lodging and in the Sale of Tickets,Adopted on 5/27/2025,Adopted on 5/28/2025
415,HP0269,"C ""A"" (H-42 )",True,,Adopted on 4/10/2025,Adopted on 4/15/2025
417,HP0271,"C ""A"" (H-114 )",False,An Act Regarding Confidentiality of Certain Records Belonging to the Bureau of Forestry,,
418,HP0272,"C ""A"" (H-468 )",False,,,
419,HP0273,"C ""A"" (H-572 )",True,,Adopted on 6/10/2025,Adopted on 6/11/2025
420,HP0274,"C ""A"" (H-180 )",False,,,
422,HP0276,"C ""A"" (H-139 )",False,,,
424,HP0278,"C ""A"" (H-656 )",False,An Act Concerning the Concealed Carrying of a Handgun by an Individual Who Is 18 Years of Age or Older but Under 21 Years of Age,,
427,HP0281,"C ""A"" (H-456 )",True,An Act to Regulate Municipal Parking Space Minimums,,Adopted on 6/12/2025
427,HP0281,"H ""A"" (H-588 ) to C ""A"" (H-456 )",False,An Act to Regulate Municipal Parking Space Minimums,,
427,HP0281,"S ""A"" (S-348 ) to C ""A"" (H-456 )",True,An Act to Regulate Municipal Parking Space Minimums,Adopted on 6/13/2025,Adopted on 6/12/2025
428,HP0282,"C ""A"" (H-635 )",False,An Act to Require Electronic Delivery of Mental Examination Records of Criminal Defendants,,
434,HP0288,"C ""A"" (H-357 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
435,HP0289,"C ""A"" (H-773 )",True,,Adopted on 6/17/2025,Adopted on 6/17/2025
437,HP0291,"C ""A"" (H-396 )",True,,Adopted on 6/3/2025,Adopted on 6/4/2025
439,HP0293,"C ""A"" (H-322 )",False,,,
441,HP0295,"C ""A"" (H-478 )",True,An Act to Allow the Investment of Money Deposited with the Treasurer of State for the Maine Deer Management Fund,Adopted on 6/4/2025,Adopted on 6/5/2025
442,HP0296,"C ""A"" (H-761 )",False,,,
447,HP0301,"C ""A"" (H-337 )",True,An Act to Amend the Law Governing Ferry Service to Matinicus Isle,Adopted on 6/2/2025,Adopted on 6/2/2025
448,HP0302,"C ""A"" (H-82 )",True,,Adopted on 5/6/2025,Adopted on 5/7/2025
451,HP0305,"C ""A"" (H-88 )",False,,,
455,SP0188,"C ""A"" (S-283 )",False,,,
457,SP0190,"C ""A"" (S-20 )",True,,Adopted on 4/23/2025,Adopted on 4/22/2025
458,SP0191,"C ""A"" (S-104 )",True,An Act Regarding the Domestic Violence Advocate Privilege,Adopted on 5/22/2025,Adopted on 5/20/2025
461,SP0194,"C ""A"" (S-32 )",True,,Adopted on 5/6/2025,Adopted on 5/30/2025
462,SP0196,"C ""A"" (S-21 )",True,,Adopted on 4/23/2025,Adopted on 4/22/2025
465,SP0200,"C ""A"" (S-24 )",True,,Adopted on 4/29/2025,Adopted on 4/24/2025
467,SP0205,"C ""A"" (S-113 )",True,,Adopted on 5/22/2025,Adopted on 5/21/2025
468,SP0206,"C ""A"" (S-10 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
468,SP0206,"S ""A"" (S-668 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
470,SP0209,"C ""A"" (S-276 )",True,"Resolve, Directing the Department of Education to Review Teacher Mentoring Programs in Maine Public Schools",Adopted on 6/9/2025,Adopted on 6/5/2025
472,SP0212,"C ""A"" (S-26 )",True,,Adopted on 4/30/2025,Adopted on 4/29/2025
473,SP0213,"C ""A"" (S-626 )",True,"Resolve, Directing the Department of Agriculture, Conservation and Forestry to Enter into Rulemaking Regarding Rule Chapter 30: Quarantine (Potato)",Adopted on 4/7/2026,Adopted on 4/6/2026
474,SP0214,"C ""A"" (S-565 )",True,An Act to Establish a Stewardship Program for Primary and Rechargeable Batteries,Adopted on 3/25/2026,Adopted on 3/24/2026
477,HP0306,"C ""A"" (H-80 )",True,,Adopted on 4/30/2025,Adopted on 5/6/2025
482,HP0311,"C ""A"" (H-205 )",False,,,
484,HP0313,"C ""A"" (H-1001 )",True,"An Act to Authorize Certain Emergency Medical Services Providers to Procure, Possess, Administer and Furnish Controlled Substances",Adopted on 4/8/2026,Adopted on 4/8/2026
487,HP0316,"C ""A"" (H-117 )",False,,,
489,HP0318,"C ""A"" (H-74 )",True,,Adopted on 4/29/2025,Adopted on 4/30/2025
490,HP0319,"C ""A"" (H-320 )",False,,,
491,HP0320,"C ""A"" (H-66 )",True,"Resolve, Requiring the Director of the Bureau of Parks and Lands to Convey Certain Real Property in the Town of Richmond",Adopted on 4/23/2025,Adopted on 4/24/2025
492,HP0321,"C ""A"" (H-146 )",False,"RESOLUTION, Proposing an Amendment to the Constitution of Maine to Protect the Fundamental Rights of Parents",,
493,HP0322,"C ""A"" (H-300 )",True,,Adopted on 5/28/2025,Adopted on 5/29/2025
493,HP0322,"S ""A"" (S-669 ) to C ""A"" (H-300 )",False,,,
493,HP0322,"H ""A"" (H-1052 ) to C ""A"" (H-300 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
494,HP0323,"C ""A"" (H-328 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
496,HP0325,"C ""A"" (H-331 )",True,An Act Regarding the Issuance of Silver Alerts,Adopted on 6/2/2025,Adopted on 6/2/2025
497,HP0326,"C ""A"" (H-606 )",True,An Act Regarding the Regulation of Significant Vernal Pools Under the Natural Resources Protection Act,Adopted on 6/10/2025,Adopted on 6/10/2025
499,HP0328,"C ""A"" (H-73 )",False,,,
500,HP0329,"C ""A"" (H-288 )",True,,Adopted on 5/28/2025,Adopted on 5/29/2025
502,HP0331,"C ""A"" (H-68 )",False,,,
503,SP0221,"C ""A"" (S-110 )",True,,Adopted on 5/22/2025,Adopted on 5/21/2025
504,SP0222,"C ""A"" (S-79 )",True,,Adopted on 5/20/2025,Adopted on 5/14/2025
505,SP0223,"C ""A"" (S-179 )",True,,Adopted on 6/2/2025,Adopted on 5/29/2025
508,SP0226,"C ""A"" (S-284 )",False,,,
508,SP0226,"H ""A"" (H-640 )",False,"RESOLUTION, Proposing an Amendment to the Constitution of Maine to Require a Statewide Popular Election of the Secretary of State, the Treasurer of State and the Attorney General Using Ranked-choice Voting",,
510,SP0228,"C ""A"" (S-14 )",True,,Adopted on 4/22/2025,Adopted on 4/17/2025
512,SP0230,"C ""A"" (S-37 )",False,,,
515,HP0333,"C ""A"" (H-737 )",False,,,
517,HP0335,"C ""A"" (H-837 )",True,An Act Regarding Synthetic Media in Campaign Advertising,Adopted on 3/10/2026,Adopted on 3/12/2026
519,HP0337,"C ""A"" (H-954 )",True,An Act to Address the Long-term Sustainability of the Maine Guaranteed Access Reinsurance Association,Adopted on 4/2/2026,Adopted on 4/2/2026
522,HP0341,"C ""A"" (H-49 )",True,,Adopted on 4/15/2025,Adopted on 4/17/2025
522,HP0341,"H ""A"" (H-786 ) to C ""A"" (H-49 )",True,,Adopted on 2/10/2026,Adopted on 12:00:00 AM
524,HP0343,"C ""A"" (H-789 )",True,An Act to Protect Children from Technology-facilitated Sexual Abuse,Adopted on 2/3/2026,Adopted on 2/10/2026
526,HP0345,"C ""A"" (H-407 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
527,HP0346,"C ""A"" (H-715 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
528,HP0347,"C ""A"" (H-250 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
529,HP0348,"C ""A"" (H-670 )",True,An Act to Establish the Alamoosook Lake Watershed Management District,Adopted on 6/12/2025,Adopted on 6/13/2025
530,HP0349,"C ""A"" (H-166 )",True,An Act to Eliminate a Rebuttable Presumption Against the Admission of Certain Applicants to the Bar,Adopted on 5/20/2025,Adopted on 5/21/2025
531,HP0350,"C ""A"" (H-669 )",True,An Act to Establish the Toddy Pond Watershed Management District,Adopted on 6/12/2025,Adopted on 6/13/2025
532,HP0351,"C ""A"" (H-575 )",False,"Resolve, to Study Assaults on Health Care Workers",,
532,HP0351,"C ""B"" (H-576 )",True,,Adopted on 6/17/2025,
532,HP0351,"H ""A"" (H-775 ) to C ""A"" (H-575 )",False,"Resolve, to Study Assaults on Health Care Workers",,
533,HP0352,"C ""A"" (H-736 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
534,HP0353,"C ""A"" (H-704 )",True,,Adopted on 6/13/2025,Adopted on 6/16/2025
535,HP0354,"C ""A"" (H-81 )",False,,,
536,HP0355,"C ""A"" (H-439 )",True,,Adopted on 6/4/2025,Adopted on 6/5/2025
