ld,paper,chamber,number,date,motion,outcome,yeas,nays,absent,excused,vacant,yeas_required,url
1164,HP0769,Senate,574,2025-06-16,INDEFINITELY POSTPONE,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097681&chamber=Senate&serialnumber=574
1164,HP0769,Senate,575,2025-06-16,RECONSIDER,FAILS,17,18,0,0,0,24,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097681&chamber=Senate&serialnumber=575
1164,HP0769,House,452,2025-06-12,ACC MAJ OTP AS AMENDED REP,PREVAILS,85,59,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097681&chamber=House&serialnumber=452
1164,HP0769,House,550,2025-06-17,Enactment,PREVAILS,87,60,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097681&chamber=House&serialnumber=550
1169,HP0774,Senate,384,2025-06-05,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,14,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097691&chamber=Senate&serialnumber=384
1169,HP0774,House,348,2025-06-05,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,73,68,8,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097691&chamber=House&serialnumber=348
1174,HP0779,Senate,61,2025-03-20,REFERENCE,PREVAILS,19,16,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097670&chamber=Senate&serialnumber=61
1174,HP0779,Senate,517,2025-06-12,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,FAILS,11,24,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097670&chamber=Senate&serialnumber=517
1174,HP0779,House,460,2025-06-12,ACC MAJ OUGHT NOT TO PASS REP,FAILS,55,93,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097670&chamber=House&serialnumber=460
1181,HP0786,Senate,372,2025-06-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,16,16,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097686&chamber=Senate&serialnumber=372
1181,HP0786,House,323,2025-06-04,ACC MAJ OTP AS AMENDED REP,FAILS,67,76,8,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097686&chamber=House&serialnumber=323
1184,HP0789,House,596,2025-06-25,RECEDE AND CONCUR,PREVAILS,73,65,11,2,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097692&chamber=House&serialnumber=596
1185,HP0790,Senate,112,2025-04-17,ACCEPT MAJORITY OUGHT TO PASS REPORT,PREVAILS,23,11,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097693&chamber=Senate&serialnumber=112
1185,HP0790,Senate,125,2025-04-23,ENACTMENT,PREVAILS,19,11,0,5,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097693&chamber=Senate&serialnumber=125
1185,HP0790,House,86,2025-04-15,ACC MAJ OUGHT TO PASS REP,PREVAILS,93,52,5,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097693&chamber=House&serialnumber=86
1187,HP0792,Senate,711,2026-02-12,COMMIT,FAILS,14,18,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097695&chamber=Senate&serialnumber=711
1187,HP0792,Senate,712,2026-02-12,RECEDE AND CONCUR,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097695&chamber=Senate&serialnumber=712
1187,HP0792,House,435,2025-06-11,ACC MAJ OTP AS AMENDED REP,PREVAILS,75,67,7,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097695&chamber=House&serialnumber=435
1187,HP0792,House,610,2026-02-10,ADOPT HAH-784 TO CAH-632,PREVAILS,75,64,9,1,2,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097695&chamber=House&serialnumber=610
1187,HP0792,House,611,2026-02-10,PASSAGE TO BE ENGROSSED,PREVAILS,75,64,9,1,2,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097695&chamber=House&serialnumber=611
1189,HP0794,Senate,603,2025-06-17,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097697&chamber=Senate&serialnumber=603
1189,HP0794,House,539,2025-06-17,ACC MAJ OTP AS AMENDED REP,PREVAILS,77,70,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097697&chamber=House&serialnumber=539
1200,SP0489,House,437,2025-06-11,ACC MAJ OTP AS AMENDED REP,FAILS,50,93,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097625&chamber=House&serialnumber=437
1200,SP0489,House,485,2025-06-13,RECEDE AND CONCUR,FAILS,55,90,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097625&chamber=House&serialnumber=485
1202,SP0491,House,399,2025-06-10,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,69,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097627&chamber=House&serialnumber=399
1204,SP0493,Senate,217,2025-05-22,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,28,5,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097631&chamber=Senate&serialnumber=217
1210,SP0499,Senate,205,2025-05-21,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,14,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097640&chamber=Senate&serialnumber=205
1210,SP0499,House,171,2025-05-22,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,65,10,0,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097640&chamber=House&serialnumber=171
1211,SP0500,Senate,613,2025-06-17,ACCEPT REPORT 'A' OUGHT TO PASS AS AMENDED,FAILS,14,21,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097641&chamber=Senate&serialnumber=613
1211,SP0500,House,575,2025-06-18,"ACC REPORT ""A"" OTP-AM",FAILS,65,82,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097641&chamber=House&serialnumber=575
1217,SP0506,Senate,583,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,30,5,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097648&chamber=Senate&serialnumber=583
1217,SP0506,Senate,657,2025-06-25,COMMIT,FAILS,12,21,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097648&chamber=Senate&serialnumber=657
1217,SP0506,Senate,659,2025-06-25,RECONSIDER,FAILS,12,21,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097648&chamber=Senate&serialnumber=659
1217,SP0506,House,558,2025-06-17,ACC MAJ OTP AS AMENDED REP,PREVAILS,119,27,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097648&chamber=House&serialnumber=558
1219,SP0508,House,186,2025-05-27,ACC MAJ OTP AS AMENDED REP,PREVAILS,108,33,10,0,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097650&chamber=House&serialnumber=186
1220,HP0795,Senate,867,2026-04-06,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,16,16,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097701&chamber=Senate&serialnumber=867
1220,HP0795,House,712,2026-04-02,ACC MAJ OTP AS AMENDED REP,FAILS,47,97,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097701&chamber=House&serialnumber=712
1226,HP0801,Senate,317,2025-06-03,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,15,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097778&chamber=Senate&serialnumber=317
1226,HP0801,House,260,2025-06-02,ACC MAJ OTP AS AMENDED REP,PREVAILS,72,69,10,0,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097778&chamber=House&serialnumber=260
1227,HP0802,Senate,622,2025-06-18,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,22,11,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097779&chamber=Senate&serialnumber=622
1228,HP0803,Senate,618,2025-06-17,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097781&chamber=Senate&serialnumber=618
1228,HP0803,Senate,673,2026-01-20,RECONSIDERATION - VETO,FAILS,10,24,0,1,0,23,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097781&chamber=Senate&serialnumber=673
1228,HP0803,House,565,2025-06-17,ACC MAJ OTP AS AMENDED REP,PREVAILS,135,12,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097781&chamber=House&serialnumber=565
1228,HP0803,House,605,2026-01-13,Reconsideration - Veto,PREVAILS,96,44,8,1,2,94,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097781&chamber=House&serialnumber=605
1230,HP0805,Senate,81,2025-03-27,REFERENCE,PREVAILS,18,13,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097784&chamber=Senate&serialnumber=81
1230,HP0805,Senate,938,2026-04-09,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,15,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097784&chamber=Senate&serialnumber=938
1230,HP0805,House,795,2026-04-09,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,72,2,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097784&chamber=House&serialnumber=795
1251,HP0826,House,120,2025-05-13,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,75,67,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097826&chamber=House&serialnumber=120
1254,HP0829,House,53,2025-03-25,REFERENCE TO JUDICIARY,PREVAILS,77,68,5,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097829&chamber=House&serialnumber=53
1255,HP0830,Senate,279,2025-06-02,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,FAILS,15,19,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097830&chamber=Senate&serialnumber=279
1255,HP0830,House,237,2025-05-29,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,74,72,5,0,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097830&chamber=House&serialnumber=237
1255,HP0830,House,282,2025-06-03,INSIST,PREVAILS,74,70,7,0,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097830&chamber=House&serialnumber=282
1257,HP0832,Senate,406,2025-06-09,RECEDE AND CONCUR,FAILS,11,23,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097775&chamber=Senate&serialnumber=406
1258,HP0833,Senate,282,2025-06-02,ACCEPT MAJORITY OUGHT TO PASS REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097777&chamber=Senate&serialnumber=282
1258,HP0833,House,241,2025-05-29,ACC MAJ OUGHT TO PASS REP,PREVAILS,75,69,7,0,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097777&chamber=House&serialnumber=241
1263,HP0838,Senate,382,2025-06-05,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,FAILS,16,16,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097788&chamber=Senate&serialnumber=382
1263,HP0838,Senate,383,2025-06-05,ACCEPT MINORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,22,10,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097788&chamber=Senate&serialnumber=383
1263,HP0838,House,341,2025-06-05,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,71,68,10,2,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097788&chamber=House&serialnumber=341
1263,HP0838,House,341,2025-06-05,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,71,68,10,2,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097788&chamber=House&serialnumber=341
1263,HP0838,House,354,2025-06-09,RECEDE AND CONCUR,FAILS,69,73,7,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097788&chamber=House&serialnumber=354
1265,HP0840,Senate,368,2025-06-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,11,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097792&chamber=Senate&serialnumber=368
1266,HP0841,House,519,2025-06-16,ACC MAJ OTP AS AMENDED REP,PREVAILS,83,63,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097794&chamber=House&serialnumber=519
1270,HP0845,Senate,616,2025-06-17,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,16,19,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097802&chamber=Senate&serialnumber=616
1270,HP0845,Senate,626,2025-06-18,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097802&chamber=Senate&serialnumber=626
1270,HP0845,House,536,2025-06-17,ACC MAJ OTP AS AMENDED REP,PREVAILS,77,69,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097802&chamber=House&serialnumber=536
1270,HP0845,House,561,2025-06-17,ADOPT HAH-771 TO CAH-746,PREVAILS,77,69,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097802&chamber=House&serialnumber=561
1273,HP0848,Senate,324,2025-06-03,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,14,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097810&chamber=Senate&serialnumber=324
1273,HP0848,House,263,2025-06-02,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,74,65,12,0,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097810&chamber=House&serialnumber=263
1277,HP0852,Senate,407,2025-06-09,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097818&chamber=Senate&serialnumber=407
1277,HP0852,House,357,2025-06-09,ACC MAJ OTP AS AMENDED REP,PREVAILS,79,66,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097818&chamber=House&serialnumber=357
1281,SP0509,Senate,95,2025-04-10,REFERENCE,PREVAILS,18,15,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097707&chamber=Senate&serialnumber=95
1283,SP0511,Senate,391,2025-06-09,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,13,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097709&chamber=Senate&serialnumber=391
1283,SP0511,House,401,2025-06-10,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,77,69,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097709&chamber=House&serialnumber=401
1288,SP0517,Senate,231,2025-05-27,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,15,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097716&chamber=Senate&serialnumber=231
1288,SP0517,House,207,2025-05-28,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,80,67,4,0,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097716&chamber=House&serialnumber=207
1292,SP0522,Senate,249,2025-05-28,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097733&chamber=Senate&serialnumber=249
1292,SP0522,House,231,2025-05-29,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,117,27,7,0,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097733&chamber=House&serialnumber=231
1294,SP0524,Senate,525,2025-06-12,ACCEPT REPORT 'A' OUGHT TO PASS AS AMENDED,PREVAILS,35,0,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097735&chamber=Senate&serialnumber=525
1294,SP0524,House,493,2025-06-13,"ACC REPORT ""A"" OTP-AM",PREVAILS,103,40,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097735&chamber=House&serialnumber=493
1298,SP0528,Senate,572,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,8,27,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097739&chamber=Senate&serialnumber=572
1298,SP0528,House,580,2025-06-18,RECEDE AND CONCUR,FAILS,39,108,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097739&chamber=House&serialnumber=580
1299,SP0529,Senate,71,2025-03-25,REFERENCE,PREVAILS,19,14,1,1,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097740&chamber=Senate&serialnumber=71
1299,SP0529,Senate,490,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,13,21,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097740&chamber=Senate&serialnumber=490
1299,SP0529,House,516,2025-06-16,ACC MAJ OTP AS AMENDED REP,FAILS,64,79,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097740&chamber=House&serialnumber=516
1307,SP0537,Senate,292,2025-06-02,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097835&chamber=Senate&serialnumber=292
1307,SP0537,House,295,2025-06-03,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,75,73,3,0,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097835&chamber=House&serialnumber=295
1318,SP0548,Senate,559,2025-06-16,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097862&chamber=Senate&serialnumber=559
1318,SP0548,House,532,2025-06-16,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,78,70,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097862&chamber=House&serialnumber=532
1321,HP0856,Senate,539,2025-06-13,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,13,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097868&chamber=Senate&serialnumber=539
1321,HP0856,House,467,2025-06-13,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,75,70,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097868&chamber=House&serialnumber=467
1328,HP0863,Senate,457,2025-06-11,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,14,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097881&chamber=Senate&serialnumber=457
1328,HP0863,House,424,2025-06-10,ACC MAJ OTP AS AMENDED REP,PREVAILS,75,65,9,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097881&chamber=House&serialnumber=424
1328,HP0863,House,587,2025-06-25,Reconsideration - Veto,FAILS,40,100,9,2,0,94,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097881&chamber=House&serialnumber=587
1329,HP0864,Senate,259,2025-05-29,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097882&chamber=Senate&serialnumber=259
1329,HP0864,House,219,2025-05-28,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,77,66,8,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097882&chamber=House&serialnumber=219
1330,HP0865,Senate,467,2025-06-12,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097867&chamber=Senate&serialnumber=467
1330,HP0865,Senate,526,2025-06-12,RECEDE AND CONCUR,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097867&chamber=Senate&serialnumber=526
1330,HP0865,House,436,2025-06-11,ACC MAJ OUGHT NOT TO PASS REP,FAILS,71,73,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097867&chamber=House&serialnumber=436
1331,HP0866,Senate,243,2025-05-28,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,23,11,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097869&chamber=Senate&serialnumber=243
1331,HP0866,House,199,2025-05-27,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,73,64,14,0,0,69,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097869&chamber=House&serialnumber=199
1333,HP0868,Senate,325,2025-06-03,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,14,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097873&chamber=Senate&serialnumber=325
1333,HP0868,House,265,2025-06-02,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,75,63,13,0,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097873&chamber=House&serialnumber=265
1335,HP0870,House,61,2025-03-27,TABLE UNTIL LATER,FAILS,2,137,11,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097877&chamber=House&serialnumber=61
1337,HP0872,Senate,558,2025-06-16,ACCEPT REPORT 'B' OUGHT NOT TO PASS,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097883&chamber=Senate&serialnumber=558
1337,HP0872,House,491,2025-06-13,"ACC REPORT ""B"" ONTP",PREVAILS,73,70,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097883&chamber=House&serialnumber=491
1343,SP0559,Senate,729,2026-03-03,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,15,19,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097920&chamber=Senate&serialnumber=729
1343,SP0559,Senate,791,2026-03-24,RECEDE AND CONCUR,PREVAILS,20,15,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097920&chamber=Senate&serialnumber=791
1343,SP0559,House,451,2025-06-12,INDEFINITELY POSTPONE,PREVAILS,75,73,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097920&chamber=House&serialnumber=451
1343,SP0559,House,658,2026-03-17,ACC MIN OUGHT NOT TO PASS REP,FAILS,71,72,6,1,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097920&chamber=House&serialnumber=658
1343,SP0559,House,681,2026-03-25,TABLE UNTIL LATER,PREVAILS,72,68,9,1,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097920&chamber=House&serialnumber=681
1343,SP0559,House,692,2026-03-26,Enactment,PREVAILS,77,66,6,1,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097920&chamber=House&serialnumber=692
1349,SP0566,Senate,300,2025-06-02,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,28,6,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097943&chamber=Senate&serialnumber=300
1353,HP0876,Senate,795,2026-03-25,ACCEPT MINORITY OUGHT NOT TO PASS REPORT,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097952&chamber=Senate&serialnumber=795
1353,HP0876,Senate,890,2026-04-06,ENACTMENT,FAILS,14,18,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097952&chamber=Senate&serialnumber=890
1353,HP0876,House,670,2026-03-24,ACC MAJ OTP AS AMENDED REP,PREVAILS,79,63,7,1,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097952&chamber=House&serialnumber=670
1358,HP0881,House,215,2025-05-28,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,81,65,5,0,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097961&chamber=House&serialnumber=215
